filename,tile_id,mse
tile_58822_mse_0.003968.png,58822,0.003968
tile_26517_mse_0.003956.png,26517,0.003956
tile_44379_mse_0.003953.png,44379,0.003953
tile_48431_mse_0.003951.png,48431,0.003951
tile_34677_mse_0.003933.png,34677,0.003933
tile_46655_mse_0.003932.png,46655,0.003932
tile_02738_mse_0.003930.png,2738,0.00393
tile_58991_mse_0.003928.png,58991,0.003928
tile_37166_mse_0.003919.png,37166,0.003919
tile_49455_mse_0.003915.png,49455,0.003915
tile_37027_mse_0.003907.png,37027,0.003907
tile_38821_mse_0.003901.png,38821,0.003901
tile_27728_mse_0.003897.png,27728,0.003897
tile_55181_mse_0.003897.png,55181,0.003897
tile_10955_mse_0.003894.png,10955,0.003894
tile_06805_mse_0.003889.png,6805,0.003889
tile_47560_mse_0.003886.png,47560,0.003886
tile_52649_mse_0.003881.png,52649,0.003881
tile_23266_mse_0.003880.png,23266,0.00388
tile_06820_mse_0.003878.png,6820,0.003878
tile_60579_mse_0.003862.png,60579,0.003862
tile_29929_mse_0.003860.png,29929,0.00386
tile_37516_mse_0.003850.png,37516,0.00385
tile_13592_mse_0.003849.png,13592,0.003849
tile_02139_mse_0.003847.png,2139,0.003847
tile_06523_mse_0.003841.png,6523,0.003841
tile_39389_mse_0.003840.png,39389,0.00384
tile_10290_mse_0.003831.png,10290,0.003831
tile_64117_mse_0.003822.png,64117,0.003822
tile_46640_mse_0.003816.png,46640,0.003816
tile_37149_mse_0.003815.png,37149,0.003815
tile_62375_mse_0.003815.png,62375,0.003815
tile_64875_mse_0.003806.png,64875,0.003806
tile_52237_mse_0.003803.png,52237,0.003803
tile_46660_mse_0.003790.png,46660,0.00379
tile_12638_mse_0.003788.png,12638,0.003788
tile_65962_mse_0.003771.png,65962,0.003771
tile_08406_mse_0.003765.png,8406,0.003765
tile_60311_mse_0.003764.png,60311,0.003764
tile_00877_mse_0.003763.png,877,0.003763
tile_46054_mse_0.003760.png,46054,0.00376
tile_02180_mse_0.003757.png,2180,0.003757
tile_57014_mse_0.003754.png,57014,0.003754
tile_22960_mse_0.003740.png,22960,0.00374
tile_63492_mse_0.003737.png,63492,0.003737
tile_04364_mse_0.003720.png,4364,0.00372
tile_13415_mse_0.003713.png,13415,0.003713
tile_12837_mse_0.003712.png,12837,0.003712
tile_16459_mse_0.003711.png,16459,0.003711
tile_38991_mse_0.003706.png,38991,0.003706
tile_46670_mse_0.003687.png,46670,0.003687
tile_03913_mse_0.003676.png,3913,0.003676
tile_15484_mse_0.003660.png,15484,0.00366
tile_02477_mse_0.003654.png,2477,0.003654
tile_69394_mse_0.003650.png,69394,0.00365
tile_26889_mse_0.003648.png,26889,0.003648
tile_64102_mse_0.003648.png,64102,0.003648
tile_10262_mse_0.003646.png,10262,0.003646
tile_58531_mse_0.003633.png,58531,0.003633
tile_33499_mse_0.003630.png,33499,0.00363
tile_05251_mse_0.003618.png,5251,0.003618
tile_61692_mse_0.003617.png,61692,0.003617
tile_66702_mse_0.003615.png,66702,0.003615
tile_41026_mse_0.003615.png,41026,0.003615
tile_15682_mse_0.003612.png,15682,0.003612
tile_25144_mse_0.003608.png,25144,0.003608
tile_09292_mse_0.003598.png,9292,0.003598
tile_18716_mse_0.003596.png,18716,0.003596
tile_65363_mse_0.003577.png,65363,0.003577
tile_58418_mse_0.003566.png,58418,0.003566
tile_55727_mse_0.003565.png,55727,0.003565
tile_48209_mse_0.003563.png,48209,0.003563
tile_58409_mse_0.003552.png,58409,0.003552
tile_57026_mse_0.003551.png,57026,0.003551
tile_09021_mse_0.003548.png,9021,0.003548
tile_64882_mse_0.003531.png,64882,0.003531
tile_47906_mse_0.003522.png,47906,0.003522
tile_57013_mse_0.003517.png,57013,0.003517
tile_27050_mse_0.003512.png,27050,0.003512
tile_47921_mse_0.003506.png,47921,0.003506
tile_58369_mse_0.003499.png,58369,0.003499
tile_14851_mse_0.003498.png,14851,0.003498
tile_10460_mse_0.003494.png,10460,0.003494
tile_27743_mse_0.003489.png,27743,0.003489
tile_29825_mse_0.003488.png,29825,0.003488
tile_03201_mse_0.003485.png,3201,0.003485
tile_26316_mse_0.003484.png,26316,0.003484
tile_37025_mse_0.003483.png,37025,0.003483
tile_64147_mse_0.003483.png,64147,0.003483
tile_26328_mse_0.003482.png,26328,0.003482
tile_51926_mse_0.003480.png,51926,0.00348
tile_08235_mse_0.003479.png,8235,0.003479
tile_46051_mse_0.003472.png,46051,0.003472
tile_25821_mse_0.003471.png,25821,0.003471
tile_29631_mse_0.003464.png,29631,0.003464
tile_57123_mse_0.003458.png,57123,0.003458
tile_21556_mse_0.003452.png,21556,0.003452
tile_20676_mse_0.003449.png,20676,0.003449
tile_53395_mse_0.003448.png,53395,0.003448
tile_56739_mse_0.003442.png,56739,0.003442
tile_38182_mse_0.003438.png,38182,0.003438
tile_02430_mse_0.003432.png,2430,0.003432
tile_37165_mse_0.003431.png,37165,0.003431
tile_50371_mse_0.003420.png,50371,0.00342
